4.359469369332169997e+00 8.361122517261471154e-01 1.633988353653865522e+00 1.284679083022228996e+00 4.163225683721465814e-02
7.398657691727996699e+00 -1.094891169699925282e+00 7.551815206476187869e-01 2.600695841775411576e+00 6.205811803875092458e+00
1.023654026763481717e+01 -5.754037680724164439e-01 1.415783240028300582e+00 1.972510058389824517e+00 2.751015428975400745e-01
7.087075784270786549e+00 -2.643581508844430328e+00 -6.502976059586234037e-01 -3.706349924443310684e-01 -7.190960305924442686e+00
7.537172736687251628e+00 -2.801485089844276022e+00 -7.112732357843936093e-01 -7.188275617127829475e-01 -9.607928680743356153e+00
8.741382319390272215e+00 -2.315708603029254853e+00 -2.898369534822684002e-01 -3.298823749388933857e-01 -1.020295547300625039e+01
-1.904699655508570899e+00 -1.118162181676961175e+01 -7.779181103886487314e+00 -7.493691325197207043e+00 -2.074892781807742992e+01
-1.378051020844753838e+00 -1.092881367101512424e+01 -7.812606338153350372e+00 -7.712377568541970874e+00 -5.249655826419506788e+00
-8.309819678340090165e-01 -1.119391456480406255e+01 -8.286517037073908298e+00 -7.337087472010963118e+00 -1.488075123703278813e+01
-9.252573521305922366e-01 -1.123751833187594329e+01 -8.347901186278900099e+00 -7.623984467096058815e+00 -4.835064164976282441e+00
9.081412983733061495e+00 -3.319414556086996537e+00 -1.071875748595553013e+00 -1.535129936006020879e+00 -1.381998644811890742e+01
-3.554334118522118890e-01 -9.337075529696525322e+00 -7.786957897027399156e+00 -8.503356043270859033e+00 -1.005715405071211954e+01
-1.321243824312738624e-01 -9.821612559470450421e+00 -8.181951260037516604e+00 -8.289820658421236388e+00 -2.495158067915637989e+00
-2.375431735414386403e-02 -9.502355004838404895e+00 -7.941235588185832306e+00 -8.577521515519633155e+00 -2.033343926830143644e+00
4.360448611378747730e-01 -1.041153746326643237e+01 -7.882571745983541156e+00 -8.325139001849823472e+00 -5.913529023439398902e-01
5.773158880637585533e-01 -9.883517109324174044e+00 -8.084488985793360172e+00 -8.401863949906333673e+00 -2.012722408550322584e+00
2.482067008668667474e-01 -1.041020999893785870e+01 -8.169242502751771440e+00 -8.559945705207118394e+00 -1.125163539705517657e+01
1.346660523950073340e+01 -2.496653551131858162e+00 -2.734535737148309220e-01 -8.645103709444675877e-01 -1.462362327699696785e+01
4.411282571576635170e-01 -1.021570905909580418e+01 -8.143087582679305214e+00 -8.673697479122107978e+00 -1.104115346903271799e+01
5.801067185101810297e-01 -1.078521162462595306e+01 -8.112653622346311266e+00 -8.625808611269015103e+00 -1.666038602252409406e+00
