2.121539999999999884e-02 1.088979999999999948e-01 7.432579999999999742e-01 2.939299999999999802e+00 1.008380000000000054e+00 -9.499999999999999556e-01
2.125990000000000171e-02 1.256700000000000039e-01 6.857689999999999619e-01 2.629900000000000126e+00 9.890949999999999465e-01 -9.060000000000000275e-01
2.139339999999999992e-02 1.237530000000000019e-01 5.488889999999999603e-01 3.508599999999999941e+00 9.553369999999999918e-01 -9.379999999999999449e-01
2.148239999999999872e-02 1.271079999999999988e-01 6.611299999999999955e-01 3.100190000000000001e+00 9.881299999999999528e-01 -1.177999999999999936e+00
2.166039999999999979e-02 1.287850000000000106e-01 7.624220000000000441e-01 2.728909999999999947e+00 9.264019999999999477e-01 -1.118000000000000105e+00
2.174939999999999860e-02 1.175240000000000035e-01 8.007480000000000153e-01 3.607600000000000140e+00 9.418339999999999490e-01 -8.900000000000000133e-01
2.188290000000000027e-02 1.302230000000000054e-01 7.843219999999999636e-01 3.285829999999999806e+00 9.775209999999999733e-01 -8.659999999999999920e-01
2.194959999999999967e-02 1.103360000000000035e-01 6.994569999999999954e-01 2.493759999999999977e+00 9.485860000000000403e-01 -1.122000000000000108e+00
2.210540000000000074e-02 1.098569999999999963e-01 6.720810000000000395e-01 3.001180000000000181e+00 9.968110000000000026e-01 -8.379999999999999671e-01
2.219439999999999955e-02 1.311809999999999921e-01 7.186200000000000365e-01 3.421959999999999891e+00 9.235090000000000243e-01 -1.026000000000000023e+00
2.230559999999999835e-02 1.160859999999999947e-01 6.474419999999999620e-01 3.038310000000000066e+00 9.620889999999999720e-01 -8.459999999999999742e-01
2.246139999999999942e-02 1.206389999999999962e-01 6.282790000000000319e-01 3.162069999999999936e+00 9.360469999999999624e-01 -8.060000000000000497e-01
2.252809999999999882e-02 1.129710000000000020e-01 6.337540000000000395e-01 3.236320000000000086e+00 9.196509999999999962e-01 -1.078000000000000069e+00
2.259490000000000109e-02 1.223159999999999942e-01 7.733719999999999484e-01 3.669480000000000075e+00 1.006459999999999910e+00 -1.054000000000000048e+00
2.277289999999999870e-02 1.218370000000000009e-01 5.872150000000000425e-01 2.889800000000000146e+00 9.312249999999999694e-01 -1.153999999999999915e+00
2.281740000000000157e-02 1.139300000000000035e-01 6.009029999999999649e-01 2.679399999999999782e+00 9.997040000000000370e-01 -1.098000000000000087e+00
2.295089999999999977e-02 1.187219999999999942e-01 5.735270000000000090e-01 2.543270000000000142e+00 9.698050000000000281e-01 -1.002000000000000002e+00
2.312890000000000085e-02 1.168050000000000060e-01 7.377829999999999666e-01 3.384840000000000071e+00 9.505149999999999988e-01 -1.197999999999999954e+00
2.319560000000000025e-02 1.263890000000000013e-01 6.118540000000000090e-01 3.533349999999999991e+00 9.823429999999999662e-01 -9.899999999999999911e-01
2.326239999999999905e-02 1.122530000000000056e-01 8.089610000000000412e-01 2.803160000000000096e+00 9.669109999999999649e-01 -9.619999999999999662e-01
2.119309999999999944e-02 1.141690000000000066e-01 7.596840000000000259e-01 3.434340000000000170e+00 9.852370000000000294e-01 -1.110000000000000098e+00
2.132660000000000111e-02 1.211180000000000034e-01 6.802939999999999543e-01 2.852669999999999817e+00 9.678759999999999586e-01 -8.739999999999999991e-01
2.143789999999999932e-02 1.261490000000000111e-01 5.817400000000000349e-01 3.174440000000000150e+00 1.007419999999999982e+00 -9.140000000000000346e-01
2.154910000000000159e-02 1.227950000000000014e-01 7.268329999999999513e-01 3.657109999999999861e+00 9.225440000000000307e-01 -1.157999999999999918e+00
2.168259999999999979e-02 1.180029999999999968e-01 7.158820000000000183e-01 3.632359999999999811e+00 9.746270000000000211e-01 -8.980000000000000204e-01
2.172709999999999919e-02 1.079399999999999943e-01 5.926900000000000501e-01 3.520970000000000155e+00 9.572659999999999503e-01 -9.539999999999999591e-01
2.181610000000000146e-02 1.100959999999999994e-01 5.516259999999999497e-01 2.790789999999999882e+00 9.302599999999999758e-01 -8.299999999999999600e-01
2.197189999999999907e-02 1.307020000000000126e-01 6.173290000000000166e-01 2.926919999999999966e+00 9.456919999999999771e-01 -1.046000000000000041e+00
2.203859999999999847e-02 1.151279999999999942e-01 6.310170000000000501e-01 2.741280000000000161e+00 9.948820000000000441e-01 -1.165999999999999925e+00
2.214990000000000014e-02 1.172839999999999994e-01 8.171739999999999560e-01 2.988799999999999901e+00 1.000669999999999948e+00 -1.086000000000000076e+00
2.232790000000000122e-02 1.127319999999999989e-01 7.459959999999999924e-01 3.050679999999999836e+00 9.186860000000000026e-01 -9.939999999999999947e-01
2.239460000000000062e-02 1.275870000000000060e-01 7.678970000000000518e-01 2.605150000000000077e+00 9.408699999999999841e-01 -8.139999999999999458e-01
2.257260000000000169e-02 1.299829999999999874e-01 6.091159999999999908e-01 3.261080000000000201e+00 9.321890000000000454e-01 -1.010000000000000009e+00
2.261710000000000109e-02 1.285449999999999926e-01 7.021939999999999849e-01 2.555639999999999912e+00 1.011279999999999957e+00 -9.699999999999999734e-01
2.275059999999999930e-02 1.105750000000000066e-01 6.583930000000000060e-01 3.322960000000000136e+00 9.833079999999999599e-01 -1.185999999999999943e+00
2.283960000000000157e-02 1.115339999999999943e-01 6.912439999999999696e-01 2.481390000000000207e+00 9.640180000000000415e-01 -9.260000000000000453e-01
2.297309999999999977e-02 1.199199999999999988e-01 7.897980000000000000e-01 3.347710000000000186e+00 9.736629999999999452e-01 -8.579999999999999849e-01
2.310660000000000144e-02 1.192010000000000014e-01 5.707900000000000196e-01 3.545720000000000205e+00 9.900590000000000224e-01 -1.038000000000000034e+00
2.324009999999999965e-02 1.235139999999999988e-01 6.501799999999999802e-01 2.667030000000000012e+00 9.524439999999999573e-01 -1.137999999999999901e+00
2.330689999999999845e-02 1.254309999999999869e-01 7.980099999999999971e-01 3.124940000000000051e+00 9.399049999999999905e-01 -1.066000000000000059e+00
2.114860000000000004e-02 1.249510000000000065e-01 7.131450000000000289e-01 3.075439999999999952e+00 9.273670000000000524e-01 -8.780000000000000027e-01
2.134890000000000052e-02 1.148880000000000040e-01 5.598389999999999755e-01 2.592769999999999797e+00 9.659470000000000001e-01 -9.859999999999999876e-01
2.141559999999999991e-02 1.203990000000000060e-01 7.542090000000000183e-01 3.360079999999999956e+00 1.004529999999999923e+00 -9.100000000000000311e-01
2.157140000000000099e-02 1.086590000000000056e-01 7.706340000000000412e-01 3.310579999999999856e+00 9.611239999999999783e-01 -8.539999999999999813e-01
2.161590000000000039e-02 1.136899999999999994e-01 7.295700000000000518e-01 2.530889999999999862e+00 9.350829999999999975e-01 -8.860000000000000098e-01
2.179390000000000147e-02 1.316599999999999993e-01 6.255420000000000424e-01 3.248699999999999921e+00 9.987399999999999611e-01 -1.102000000000000091e+00
2.183840000000000087e-02 1.215969999999999968e-01 5.899529999999999497e-01 3.582850000000000090e+00 1.010310000000000041e+00 -1.050000000000000044e+00
2.192739999999999967e-02 1.182430000000000009e-01 5.790020000000000167e-01 3.211570000000000036e+00 9.389410000000000256e-01 -1.193999999999999950e+00
2.206090000000000134e-02 1.153669999999999973e-01 7.405209999999999848e-01 2.840289999999999981e+00 9.514789999999999637e-01 -1.173999999999999932e+00
2.217210000000000014e-02 1.290250000000000008e-01 8.144360000000000488e-01 2.753659999999999997e+00 9.804140000000000077e-01 -9.739999999999999769e-01
2.226109999999999894e-02 1.225549999999999973e-01 7.104070000000000107e-01 3.112560000000000215e+00 9.707689999999999930e-01 -1.082000000000000073e+00
2.241690000000000002e-02 1.239930000000000060e-01 6.036409999999999831e-01 2.951680000000000081e+00 9.958460000000000090e-01 -8.259999999999999565e-01
2.248359999999999942e-02 1.165650000000000019e-01 5.625769999999999937e-01 3.446720000000000006e+00 9.563019999999999854e-01 -1.062000000000000055e+00
2.263940000000000050e-02 1.273469999999999880e-01 6.967189999999999772e-01 2.654650000000000176e+00 9.177220000000000377e-01 -1.006000000000000005e+00
2.270609999999999989e-02 1.259099999999999941e-01 7.815849999999999742e-01 3.595229999999999926e+00 9.755920000000000147e-01 -1.030000000000000027e+00
2.288410000000000097e-02 1.096170000000000061e-01 6.529179999999999984e-01 3.013560000000000016e+00 9.244729999999999892e-01 -8.179999999999999494e-01
2.299539999999999917e-02 1.124919999999999948e-01 6.775560000000000471e-01 3.681859999999999911e+00 9.427990000000000537e-01 -9.300000000000000488e-01
2.308440000000000145e-02 1.297429999999999972e-01 6.419669999999999543e-01 3.483839999999999826e+00 9.466569999999999707e-01 -1.129999999999999893e+00
2.321789999999999965e-02 1.108149999999999968e-01 7.952730000000000077e-01 2.704159999999999897e+00 9.919879999999999809e-01 -1.141999999999999904e+00
2.335140000000000132e-02 1.196799999999999947e-01 6.693430000000000213e-01 2.902169999999999916e+00 9.842720000000000358e-01 -9.419999999999999485e-01
2.117089999999999944e-02 1.189609999999999973e-01 7.925349999999999895e-01 2.716530000000000111e+00 9.649820000000000064e-01 -8.100000000000000533e-01
2.128210000000000171e-02 1.144089999999999968e-01 6.748180000000000289e-01 3.471470000000000056e+00 9.379760000000000320e-01 -9.979999999999999982e-01
2.137110000000000051e-02 1.201590000000000019e-01 6.638680000000000136e-01 3.335329999999999906e+00 9.534080000000000332e-01 -1.106000000000000094e+00
2.152690000000000159e-02 1.110550000000000009e-01 6.145909999999999984e-01 3.137319999999999887e+00 1.002599999999999936e+00 -1.018000000000000016e+00
2.159360000000000099e-02 1.292639999999999900e-01 6.939819999999999878e-01 3.706609999999999960e+00 9.784850000000000492e-01 -1.042000000000000037e+00
2.170489999999999919e-02 1.081789999999999974e-01 8.199109999999999454e-01 2.964049999999999851e+00 9.582310000000000549e-01 -1.034000000000000030e+00
2.190510000000000027e-02 1.280660000000000132e-01 7.569460000000000077e-01 2.617519999999999847e+00 9.437630000000000186e-01 -1.161999999999999922e+00
2.201639999999999847e-02 1.268680000000000085e-01 5.981659999999999755e-01 3.459090000000000220e+00 9.910240000000000160e-01 -8.619999999999999885e-01
2.212760000000000074e-02 1.232739999999999947e-01 8.034860000000000335e-01 3.223949999999999871e+00 9.206149999999999611e-01 -8.820000000000000062e-01
2.221659999999999954e-02 1.184820000000000040e-01 7.076700000000000212e-01 2.778410000000000046e+00 1.012240000000000029e+00 -8.339999999999999636e-01
