2.263720666404808041e-02 1.376946312172618314e-01 4.822307067337922026e-01
2.335713300466480541e-02 1.060903314613471649e-01 5.653974357256544847e-01
2.132236342116386810e-02 1.260517280625727543e-01 8.012039948162905656e-01
2.174297881900164042e-02 1.019650683776875399e-01 5.130163011526914785e-01
2.370902522111968669e-02 1.198156341189066804e-01 7.329130963992795955e-01
2.287674657540938322e-02 1.116934401366197205e-01 8.475484731711713238e-01
2.085422042973865756e-02 1.312474837710883302e-01 6.332576970702874508e-01
2.106461515093275075e-02 1.090071955568734374e-01 8.387529749360634890e-01
2.308210253911749388e-02 1.282504068345255710e-01 5.918928924377946377e-01
2.396168037966009412e-02 1.175941273253257174e-01 4.824410807916649224e-01
2.181132766594071765e-02 1.383438607587346159e-01 7.215629408136188250e-01
2.141447830445571479e-02 1.128702182611163590e-01 6.546791449753285308e-01
2.356171176288416810e-02 1.334291626847691759e-01 8.766373857486335908e-01
2.239883428182706110e-02 1.018044689454250529e-01 7.642376693498424967e-01
2.041840348112330256e-02 1.224772398222439690e-01 5.290072633983136097e-01
2.050395746235798150e-02 1.052754288166461161e-01 5.822137013835748665e-01
2.256994467809496710e-02 1.230354324316808023e-01 8.330913701534533589e-01
2.366823549846798838e-02 1.116360970334451252e-01 7.199672393463065756e-01
2.187776791610407390e-02 1.333075374163238125e-01 5.181037464370441548e-01
2.196849008841484166e-02 1.206688197635541193e-01 8.875657159256492568e-01
2.402226117642022873e-02 1.376264019247794845e-01 6.639640114696910844e-01
2.317130793734818728e-02 1.113468196775324465e-01 5.817131765112240060e-01
2.109857191643457752e-02 1.299733697393194998e-01 7.941293814687956365e-01
2.085576124349001331e-02 1.129183209080991679e-01 4.808048230626760233e-01
2.292885179235776283e-02 1.314510143382766894e-01 7.119682656561264755e-01
2.392858684946605127e-02 1.013047650051221993e-01 8.236398877098425331e-01
2.191523362798859786e-02 1.204966268788810052e-01 5.978004199580353450e-01
2.124633553124078214e-02 1.070151878656741273e-01 7.528784063248489256e-01
2.325591412596533097e-02 1.271994709799725287e-01 5.218933105729731681e-01
2.251863087091988264e-02 1.179209558838655164e-01 6.490368448329428830e-01
2.046192076078286876e-02 1.379631816283628798e-01 8.843588467466489966e-01
2.038840235977675691e-02 1.060161037669147682e-01 4.814978142236506775e-01
2.247256031434844217e-02 1.245469082195956451e-01 7.336868929678785900e-01
2.328428701888618155e-02 1.158559724496631693e-01 8.495967389331087194e-01
2.146803256971227883e-02 1.346814520244297986e-01 6.041433039950168116e-01
2.183389915091470818e-02 1.076627926179724443e-01 7.990699803151153358e-01
2.400012866373760559e-02 1.279871829092549540e-01 5.768446773442958975e-01
2.299186711028074204e-02 1.010250024564378624e-01 6.858136617330594653e-01
2.084058921829795227e-02 1.204748449815488814e-01 8.940674781329498444e-01
2.110156404458406534e-02 1.182664009724676418e-01 6.088883233136017648e-01
2.318136343225542240e-02 1.389286605497841165e-01 8.420883031687238507e-01
2.414664752576441489e-02 1.062047178785759660e-01 6.976858714217319957e-01
2.204767255475702931e-02 1.277717434170748956e-01 4.840043954180992536e-01
2.157720506266064611e-02 1.021872423137302477e-01 8.903191478499170586e-01
2.376571547783569091e-02 1.218853962996402501e-01 6.227958152863268815e-01
2.276737974241617793e-02 1.123227989946790906e-01 5.296986489118117314e-01
2.072061679988991545e-02 1.325960647738363696e-01 7.521869134977758886e-01
2.054980980587323147e-02 1.129681245424338371e-01 8.106052806776645747e-01
2.252801463387594030e-02 1.342399680064413625e-01 5.890897357399975665e-01
2.352279323170660200e-02 1.028869712683718185e-01 4.866221906403003228e-01
2.169520395818802863e-02 1.229322379724883257e-01 6.769471823907781127e-01
2.213036462953586747e-02 1.075156202901578484e-01 6.575972064829145314e-01
